50000023,LA,South,Owned,Widowed,Homemaker,"Some postgraduate or professional schooling, no postgraduate degree",White Non-Hispanic,A Republican,Very conservative,Protestant,"Yes, covered by health insurance",Not applicable/Does not have vaginal intercourse/sex,Not very concerned
50000030,MD,South,Owned,Divorced,Full-time,Two year associate degree from a college or university,Black Non-Hispanic,A Democrat,Moderate,Methodist,"Yes, covered by health insurance",Every time,Not at all concerned
50000031,MN,North Central,Owned,Widowed,Part-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Moderate,"Catholic, Roman Catholic", ,Never,Not at all concerned
50000033,IA,North Central,Owned,Married,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,An Independent,Somewhat conservative,Protestant, ,Never,Not very concerned
50000035,IA,North Central,Owned,Widowed,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Republican,Very conservative,Baptist, ,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000036,WI,North Central,Rented,Widowed,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Somewhat liberal,Unitarian/Universalist, ,Never,Very concerned
50000038,UT,West,Owned,Married,Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Republican,Very conservative,Protestant,"Yes, covered by health insurance",Never,Not at all concerned
50000039,UT,West,Owned,Married,Part-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Republican,Somewhat conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),"Yes, covered by health insurance",Every time,Not very concerned
50000040,OR,West,Owned,Married,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,An Independent,Somewhat liberal,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000041,OR,West,Owned,Married,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Mixed,An Independent,Somewhat conservative,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000043,OR,West,Owned,Married,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Democrat,Very liberal,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000044,OR,West,Owned,"Single, that is never married",Full-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Very liberal,"Catholic, Roman Catholic","Yes, covered by health insurance",Every time,Very concerned
50000051,CA,West,Owned,"Single, that is never married",Homemaker,High school graduate (Grade 12 with diploma or GED certificate),Asian/Chinese/Japanese,A Democrat,Somewhat liberal,Nothing in particular,"Yes, covered by health insurance",Every time,Very concerned
50000052,OR,West,Owned,Married,Full-time,"Some college, no degree (includes community college)",White Non-Hispanic,A Republican,Very conservative,Christian (Just Christian),"Yes, covered by health insurance",Refused,Not at all concerned
50000053,CA,West,Owned,"Single, that is never married",Full-time,Two year associate degree from a college or university,White Non-Hispanic,An Independent,Somewhat liberal,Agnostic,"Yes, covered by health insurance",Every time,Very concerned
50000055,OR,West,Owned,Married,Full-time,"Some college, no degree (includes community college)",White Non-Hispanic,An Independent,Moderate,Nothing in particular,"Yes, covered by health insurance",Never,Very concerned
50000057,FL,South,Owned,Widowed,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Black Non-Hispanic,A Democrat,Moderate,Methodist, ,Never,Not at all concerned
50000060,PA,North East,Refused,Refused,Part-time,"Some college, no degree (includes community college)",White Non-Hispanic,A Democrat,Somewhat liberal,Refused, ,Refused,Somewhat concerned
50000061,ME,North East,Owned,Married,Retired,"Some college, no degree (includes community college)",White Non-Hispanic,An Independent,Somewhat liberal,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000062,OH,North Central,Owned,Married,Retired,"Some college, no degree (includes community college)",White Non-Hispanic,An Independent,Very conservative,Nothing in particular, ,Never,Not at all concerned
50000063,FL,South,Owned,Divorced,Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Mixed,An Independent,Very conservative,Protestant,"Yes, covered by health insurance",Never,Not at all concerned
50000067,NC,South,Owned,"Single, that is never married",Full-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,An Independent,Somewhat conservative,Episcopalian or Anglican,"Yes, covered by health insurance",Never,Not at all concerned
50000070,GA,South,Owned,Married,Retired,"Some college, no degree (includes community college)",White Non-Hispanic,A Republican,Very conservative,Protestant,"Yes, covered by health insurance",Not applicable/Does not have vaginal intercourse/sex,Refused
50000072,MI,North Central,Owned,Widowed,Other not employed,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Democrat,Very conservative,"Catholic, Roman Catholic", ,Never,Not at all concerned
50000074,SC,South,Rented,Married,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,An Independent,Somewhat conservative,Nothing in particular, ,Never,Not at all concerned
50000075,NJ,North East,Owned,"Single, that is never married",Full-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,An Independent,Moderate,"Catholic, Roman Catholic","Yes, covered by health insurance",Refused,Not very concerned
50000078,GA,South,Owned,Widowed,Retired,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Republican,Somewhat liberal,Baptist, ,Every time,Not very concerned
50000079,NC,South,Owned,"Single, that is never married",Temporarily unemployed,Two year associate degree from a college or university,Native American/American Indian/Alaska Native,An Independent,Somewhat conservative,"Pentecostal (Assemblies of God, Four-Square Gospel)","Yes, covered by health insurance",Every time,Very concerned
50000080,NY,North East,Rented,"Single, that is never married",Full-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,A Democrat,Somewhat liberal,Refused,"Yes, covered by health insurance",Every time,Very concerned
50000081,VA,South,Owned,Married,Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Mixed,An Independent,Very conservative,Episcopalian or Anglican, ,Never,Not at all concerned
50000082,FL,South,Owned,Married,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Republican,Very conservative,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000083,OH,North Central,Rented,"Single, that is never married",Homemaker,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Republican,Somewhat conservative,Atheist,"Yes, covered by health insurance",Every time,Not very concerned
50000085,VA,South,Owned,Married,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Somewhat conservative,Protestant,"Yes, covered by health insurance",Every time,Not very concerned
50000086,GA,South,Owned,Married,Full-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Somewhat liberal,Protestant,"Yes, covered by health insurance",Never,Very concerned
50000087,VA,South,Owned,"Single, that is never married",Full-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Somewhat liberal,Jewish/Judaism,"Yes, covered by health insurance",Refused,Very concerned
50000091,FL,South,Owned,Married,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Somewhat liberal,Nothing in particular, ,Refused,Very concerned
50000092,FL,South,Owned,"Single, living with a partner",Retired,Two year associate degree from a college or university,Black Non-Hispanic,A Democrat,Very liberal,Protestant,"Yes, covered by health insurance",Every time,Very concerned
50000096,OK,South,Owned,Widowed,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Black Non-Hispanic,A Democrat,Somewhat liberal,Baptist, ,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000097,NY,North East,Owned,Married,Retired,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Republican,Very conservative,Methodist, ,Once in a while,Somewhat concerned
50000099,TX,South,Owned,Married,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Black Non-Hispanic,A Democrat,Somewhat conservative,Baptist, ,Never,Very concerned
50000100,KY,South,Owned,Divorced,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Democrat,Moderate,Nothing in particular, ,Never,Not at all concerned
50000101,MN,North Central,Owned,Married,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Democrat,Moderate,Baptist, ,Never,Very concerned
50000104,NC,South,Rented,Married,Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Republican,Very conservative,Protestant,Refused,Never,Not at all concerned
50000106,IL,North Central,Owned,"Single, living with a partner",Retired,"Some college, no degree (includes community college)",White Non-Hispanic,An Independent,Moderate,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000107,NH,North East,Owned,Married,Temporarily unemployed,High school graduate (Grade 12 with diploma or GED certificate),Native American/American Indian/Alaska Native,An Independent,Moderate,Other,"Yes, covered by health insurance",Never,Very concerned
50000111,OK,South,Rented,Divorced,Retired,Two year associate degree from a college or university,White Non-Hispanic,An Independent,Somewhat liberal,Protestant, ,Never,Not at all concerned
50000112,PA,North East,Owned,Married,Retired,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Republican,Somewhat conservative,Protestant, ,Every time,Very concerned
50000113,PA,North East,Rented,Divorced,Disabled/Handicapped,"Some college, no degree (includes community college)",White Non-Hispanic,An Independent,Somewhat liberal,Protestant,"Yes, covered by health insurance",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000117,KS,North Central,Owned,Widowed,Retired,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Republican,Somewhat conservative,Christian (Just Christian), ,Never,Not at all concerned
50000118,MN,North Central,Owned,Married,Full-time,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,An Independent,Somewhat conservative,Protestant,"Yes, covered by health insurance",Never,Not at all concerned
50000119,WI,North Central,Owned,Married,Part-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Very liberal,Agnostic,"Yes, covered by health insurance",Every time,Somewhat concerned
50000120,IA,North Central,Owned,"Single, that is never married",Retired,Two year associate degree from a college or university,White Non-Hispanic,An Independent,Moderate,Lutheran,"Yes, covered by health insurance",Not applicable/Does not have vaginal intercourse/sex,Not very concerned
50000121,IL,North Central,Owned,"Single, that is never married",Retired,"Some postgraduate or professional schooling, no postgraduate degree",White Non-Hispanic,A Democrat,Moderate,Lutheran, ,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000122,IL,North Central,Owned,Divorced,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Very liberal,Nothing in particular, ,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000125,UT,West,Owned,Married,Full-time,"Some college, no degree (includes community college)",White Non-Hispanic,A Republican,Very conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),"Yes, covered by health insurance",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000127,UT,West,Owned,Married,Retired,High school graduate (Grade 12 with diploma or GED certificate),White Hispanic,An Independent,Moderate,Agnostic, ,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000128,CO,West,Owned,Divorced,Retired,Two year associate degree from a college or university,Refused,An Independent,Moderate,Christian (Just Christian),"No, not covered by health insurance",Never,Not at all concerned
50000130,CA,West,Owned,Married,Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Unspecified Hispanic,An Independent,Somewhat liberal,Nothing in particular,"Yes, covered by health insurance",Every time,Very concerned
50000131,CA,West,Owned,Married,Homemaker,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Republican,Somewhat conservative,"Catholic, Roman Catholic","Yes, covered by health insurance",Never,Not at all concerned
50000133,AZ,West,Owned,Divorced,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Republican,Very conservative,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000134,CA,West,Rented,Married,Temporarily unemployed,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Moderate,Agnostic,"Yes, covered by health insurance",Every time,Very concerned
50000135,CA,West,Owned,Married,Part-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Unspecified Hispanic,A Democrat,Somewhat liberal,"Catholic, Roman Catholic","Yes, covered by health insurance",Every time,Very concerned
50000137,UT,West,Owned,Divorced,Part-time,"Some college, no degree (includes community college)",White Non-Hispanic,An Independent,Moderate,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),"Yes, covered by health insurance",Every time,Not at all concerned
50000138,FL,South,Owned,Married,Full-time,"Some postgraduate or professional schooling, no postgraduate degree",Refused,Refused,Refused,Refused,"Yes, covered by health insurance",Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000139,SC,South,Rented,Widowed,Temporarily unemployed,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),Black Non-Hispanic,A Democrat,Very conservative,Jehovah's Witness, ,Never,Very concerned
50000141,CA,West,Owned,"Single, that is never married",Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Very liberal,Atheist, ,Never,Very concerned
50000142,MT,West,Owned,Married,Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Somewhat liberal,Nothing in particular, ,Never,Very concerned
50000143,AZ,West,Owned,Widowed,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Very liberal,Agnostic, ,Never,Not at all concerned
50000145,KS,North Central,Owned,Married,Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Black Non-Hispanic,An Independent,Refused,Christian (Just Christian),"No, not covered by health insurance",Never,Very concerned
50000147,MT,West,Owned,Divorced,Retired,Refused,Refused,An Independent,Very liberal,Nothing in particular, ,Never,Not at all concerned
50000148,WI,North Central,Owned,"Single, living with a partner",Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,An Independent,Somewhat liberal,Nothing in particular,"Yes, covered by health insurance",Never,Somewhat concerned
50000149,WA,West,Owned,Married,Part-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Moderate,Protestant, ,Never,Not at all concerned
50000150,CA,West,Rented,Divorced,Temporarily unemployed,Two year associate degree from a college or university,White Non-Hispanic,A Democrat,Somewhat liberal,Nothing in particular,"Yes, covered by health insurance",Every time,Very concerned
50000152,CA,West,Rented,Married,Full-time,Two year associate degree from a college or university,Black Non-Hispanic,An Independent,Refused,Christian (Just Christian),"Yes, covered by health insurance",Never,Very concerned
50000153,CA,West,Owned,Married,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Very liberal,Agnostic, ,Never,Not at all concerned
50000154,AZ,West,Owned,"Single, living with a partner",Part-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Republican,Somewhat conservative,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Not at all concerned
50000156,TN,South,Owned,Married,Full-time,Two year associate degree from a college or university,White Non-Hispanic,A Democrat,Somewhat liberal,Non-denominational or Independent Church,"Yes, covered by health insurance",Never,Very concerned
50000158,NY,North East,Owned,Married,Retired,Two year associate degree from a college or university,White Non-Hispanic,An Independent,Somewhat liberal,Nothing in particular,"Yes, covered by health insurance",Never,Somewhat concerned
50000159,PA,North East,Owned,Married,Part-time,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Republican,Very conservative,Protestant,Don't Know,Never,Not at all concerned
50000160,WA,West,Owned,Widowed,Part-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Democrat,Moderate,Baptist,"Yes, covered by health insurance",Almost every time,Very concerned
50000161,FL,South,Owned,"Single, living with a partner",Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Somewhat conservative,Nothing in particular, ,Never,Not at all concerned
50000162,NY,North East,Rented,Separated,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Black Non-Hispanic,A Democrat,Very liberal,Christian (Just Christian), ,Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000163,IN,North Central,Owned,Married,Full-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,An Independent,Somewhat liberal,Protestant,"Yes, covered by health insurance",Every time,Very concerned
50000164,AZ,West,Owned,"Single, that is never married",Part-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Somewhat liberal,Nothing in particular,"Yes, covered by health insurance",Every time,Very concerned
50000166,OH,North Central,Owned,"Single, that is never married",Temporarily unemployed,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Democrat,Somewhat liberal,"Catholic, Roman Catholic","Yes, covered by health insurance",Never,Very concerned
50000167,WV,South,Owned,Married,Homemaker,"Some college, no degree (includes community college)",Mixed,An Independent,Somewhat conservative,Christian (Just Christian), ,Every time,Not at all concerned
50000168,KY,South,Owned,Widowed,Retired,Two year associate degree from a college or university,White Non-Hispanic,A Democrat,Somewhat liberal,"Catholic, Roman Catholic", ,Every time,Very concerned
50000169,FL,South,Owned,"Single, that is never married",Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Republican,Somewhat conservative,"Catholic, Roman Catholic", ,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000170,SC,South,Owned,Widowed,Retired,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,An Independent,Moderate,Protestant, ,Never,Not at all concerned
50000171,MI,North Central,Rented,Widowed,Retired,"Some college, no degree (includes community college)",White Non-Hispanic,Don't know,Very conservative,Christian (Just Christian), ,Never,Not very concerned
50000175,CA,West,Owned,Widowed,Retired,"Some postgraduate or professional schooling, no postgraduate degree",White Non-Hispanic,An Independent,Very conservative,Protestant, ,Never,Not at all concerned
50000178,GA,South,Rented,"Single, that is never married",Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,Refused,Refused,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Not applicable/don't believe in birth control
50000179,MD,South,Owned,Married,Full-time,Refused,Black Non-Hispanic,An Independent,Moderate,Protestant,"Yes, covered by health insurance",Never,Refused
50000180,MI,North Central,Owned,"Single, that is never married",Retired,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",Refused,Refused,Refused,Refused, ,Never,Very concerned
50000182,OH,North Central,Owned,Married,Retired,"Some college, no degree (includes community college)",White Non-Hispanic,An Independent,Moderate,Protestant, ,Never,Somewhat concerned
50000185,CA,West,Owned,Widowed,Homemaker,"Some college, no degree (includes community college)",White Non-Hispanic,An Independent,Moderate,Christian (Just Christian), ,Every time,Not at all concerned
50000187,WI,North Central,Owned,Refused,Homemaker,High school incomplete (Grades 9-11 or Grade 12 with NO diploma),White Non-Hispanic,Refused,Refused,Lutheran,"Yes, covered by health insurance",Not applicable/Does not have vaginal intercourse/sex,Very concerned
50000188,NY,North East,Owned,Married,Part-time,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Democrat,Somewhat liberal,Jewish/Judaism, ,Never,Very concerned
50000189,NC,South,Owned,Divorced,Full-time,"Some college, no degree (includes community college)",White Non-Hispanic,A Republican,Somewhat conservative,Protestant,"No, not covered by health insurance",Never,Not at all concerned
50000191,NY,North East,Owned,Married,Retired,"Some postgraduate or professional schooling, no postgraduate degree",White Non-Hispanic,A Republican,Somewhat conservative,Nothing in particular, ,Never,Not at all concerned
50000192,NC,South,Owned,Married,Retired,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,An Independent,Very conservative,Protestant, ,Never,Not at all concerned
50000193,IL,North Central,Owned,"Single, that is never married",Retired,Two year associate degree from a college or university,White Non-Hispanic,An Independent,Somewhat liberal,Protestant, ,Never,Not at all concerned
50000195,CT,North East,Owned,Married,Full-time,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Refused,An Independent,Somewhat liberal,Nothing in particular,"No, not covered by health insurance",Refused,Very concerned
50000196,PA,North East,Rented,"Single, that is never married",Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Moderate,Refused,"Yes, covered by health insurance",Every time,Very concerned
50000197,AR,South,Rented,Widowed,Retired,"Some college, no degree (includes community college)",White Non-Hispanic,A Democrat,Somewhat liberal,Protestant, ,Never,Not at all concerned
50000198,NY,North East,Owned,"Single, living with a partner",Retired,High school graduate (Grade 12 with diploma or GED certificate),Refused,A Democrat,Moderate,Hindu, ,Every time,Very concerned
50000199,IL,North Central,Owned,Widowed,Retired,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",White Non-Hispanic,A Republican,Very conservative,Protestant, ,Not applicable/Does not have vaginal intercourse/sex,Somewhat concerned
50000200,TN,South,Owned,Married,Part-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Democrat,Somewhat conservative,Protestant, ,Never,Somewhat concerned
50000201,TX,South,Owned,Married,Homemaker,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,A Republican,Very conservative,"Catholic, Roman Catholic","Yes, covered by health insurance",Every time,Not at all concerned
50000202,VA,South,Owned,Married,Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,Refused,Somewhat conservative,Baptist,"Yes, covered by health insurance",Every time,Not at all concerned
50000203,WI,North Central,Rented,Widowed,Retired,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,A Democrat,Somewhat conservative,Lutheran, ,Never,Not very concerned
50000204,OK,South,Refused,Married,Homemaker,"Postgraduate or professional degree, including master's, doctorate, medical or law degree (e.g., MA, MS, PhD, MD, JD)",Black Non-Hispanic,Refused,Refused,Christian (Just Christian), ,Never,Not at all concerned
50000205,VT,North East,Owned,Married,Part-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Somewhat conservative,Mormon (Church of Jesus Christ of Latter-Day Saints/LDS),"Yes, covered by health insurance",Never,Not very concerned
50000208,KY,South,Owned,"Single, that is never married",Retired,High school graduate (Grade 12 with diploma or GED certificate),Mixed,A Democrat,Very conservative,Baptist, ,Never,Not at all concerned
50000209,PA,North East,Rented,Divorced,Full-time,High school graduate (Grade 12 with diploma or GED certificate),White Non-Hispanic,An Independent,Refused,Christian (Just Christian), ,Not applicable/Does not have vaginal intercourse/sex,Not applicable/don't believe in birth control
50000210,NY,North East,Rented,Married,Part-time,High school graduate (Grade 12 with diploma or GED certificate),White Hispanic,An Independent,Somewhat conservative,"Catholic, Roman Catholic","No, not covered by health insurance",About half the time,Somewhat concerned
50000211,KY,South,Owned,Divorced,Retired,Less than high school (Grades 1-8 or no formal schooling),White Non-Hispanic,A Republican,Very conservative,Christian (Just Christian), ,Never,Not at all concerned
50000212,KY,South,Owned,"Single, living with a partner",Full-time,"Four year college or university degree/Bachelor.s degree (e.g., BS, BA, AB)",White Non-Hispanic,An Independent,Very liberal,Atheist,"Yes, covered by health insurance",Never,Very concerned
